UrunKodu;Kategori;UrunAciklamasi;UrunAciklamasiEn;BirimFiyat;MaliyetFiyati;EklenmeTarihi;FiyatTL;FiyatUSD;FiyatEUR
LT-G8040;Belli Değil;Uzama Sensörü, 25 x 0,01 mm;Displacement Sensor, 25 x 0,01 mm;0,00;2600,00;2025-09-04 15:23:18.691;0,00;324,00;0,00
LT-AS0050/4;Belli Değil;"Yarmada çekme aparatı, 100 mm (4"") çapında sıkışmış bitümlü karışım numuneleri için (Endirek çekme aparatı)";Indirect Tensile Splitting Device for Ø 100 mm samples;0,00;;2025-09-04 15:23:18.692;0,00;210,00;0,00
LT-AS0050/5;Belli Değil;"Yarmada çekme aparatı, 150 mm (6"") çapında sıkışmış bitümlü karışım numuneleri için";Tensile Splitting Device for Ø 150 mm samples;0,00;;2025-09-04 15:23:18.693;0,00;260,00;0,00
LT-AS0050/6;Belli Değil;Yarmada çekme aparatı için 100 mm çapında Yükleme Aparatları;Loading Strips, 100mm for Tensile Splitting Devic;0,00;;2025-09-04 15:23:18.694;0,00;35,00;0,00
LT-AS0050/7;Belli Değil;Yarmada çekme aparatı için 160 mm çapında Yükleme Aparatları;Loading Strips, 160mm for Tensile Splitting Devic;0,00;;2025-09-04 15:23:18.695;0,00;61,00;0,00
LT-AS0050/8;Belli Değil;Endirek Çekme Aparatı, 30x0,01 mm Mekanik Komparatör Saati ile birlikte.;Indirect Tensile Test Jig for compacted bituminous with 25x0,01 mm Analog Dial Gauge;0,00;1000,00;2025-09-04 15:23:18.696;0,00;550,00;0,00
LT-AS0025;Belli Değil;"Vialit (Yapışma) Test Aleti; vialit plâkası kullanılarak şok deney metodu ile bağlayıcının agregaya yapışabilirliğinin tayini esasına dayanır. plakaları, 512 g çelik bilya ve silindiri ile birlikte set olarak verilmektedir.Agrega serme aparatı ayrıca sipariş verilmelidir.";"Vialit plate, Adhesion Test Apparatus, used to determine adhesion between aggregate and binder using jolting method. Consist of a metal basement with three vertical pointed rods to hold the test plate;
a 512 g steel ball, six metal test plates and a hand operated rubber lined roller.";0,00;2500,00;2025-09-04 15:23:18.697;0,00;1800,00;0,00
LT-AS0025/1;Belli Değil;Çelik Plakalar, 6 adet.;Flat Steel Plates, 6 pcs.;0,00;;2025-09-04 15:23:18.698;0,00;0,00;0,00
LT-AS0025/2;Belli Değil;Çelik Bilya, 512 g;Steel Ball, 512 g;0,00;;2025-09-04 15:23:18.699;0,00;0,00;0,00
LT-AS0025/3;Belli Değil;Lastik Tekerlekli Silindir;Rubber Wheel Roller, hand operated;0,00;;2025-09-04 15:23:18.700;0,00;0,00;0,00
LT-AS0026;Belli Değil;"Yarı Otomatik Dijital Bitüm Penetrometre; İğne batma derinliği dijital olarak ölçülmektedir. Batma zamanı ayarlama ünitesi, iğnesi, taşıma kabı ve 6 adet numune kutusu ile birlikte set olarak verilmektedir. 220 V, 50-60 Hz, 1 ph";"Semiautomatic Digital Penetrometer used to determine penetration under constant load and temperature.  The penetrometer is supplied with stop and release push button, automatic zero timer set, penetration needle, transfer dish and 6 penetration tins 55x35 mm dia. The other accessories should be ordered separately.
220-240V, 50-60Hz, 1ph";0,00;17800,00;2025-09-04 15:23:18.701;0,00;735,00;0,00
LT-AS0027;Belli Değil;Penetrasyon İğnesi;Penetrometer Needle;0,00;35,00;2025-09-04 15:23:18.702;0,00;33,00;0,00
LT-AS0028;Belli Değil;Penetrometre Taşıma Kabı ;Transfer Dish;0,00;40,00;2025-09-04 15:23:18.703;0,00;6,75;0,00
LT-AS0029;Belli Değil;Çeyrek Ölçekli Uç ve Mili, ASTM D 1403 ve ASTM D 1831;One-Quarter Scale Cone and Shaft for Lubricating Grease, ASTM D 1403 and D 1831;0,00;;2025-09-04 15:23:18.704;0,00;129,00;0,00
LT-AS0030;Belli Değil;Yarım Ölçekli Uç ve Mili, ASTM D 1403 ve ASTM D 1831;One-Half Scale Cone and Shaft for Lubricating Grease, ASTM D 1403 and D 1831;0,00;;2025-09-04 15:23:18.705;0,00;129,00;0,00
LT-AS0031;Belli Değil;Konik Uç, ASTM D 217 (Opsiyonel Tip ) ve ASTM D 937, Gres yağı ve Madeni yağ testleri için;"Penetrometer Cone; for Lubricating Grease, ASTM D 217 and for Petrolatum, ASTM D 937";0,00;;2025-09-04 15:23:18.706;0,00;66,00;0,00
LT-AS0032;Belli Değil;Küresel Penetrasyon Ucu, ASTM D5329;Resilience Ball Penetration Tool. ASTM D5329;0,00;;2025-09-04 15:23:18.707;0,00;87,00;0,00
LT-G0152;Belli Değil;Numune Kutusu, 55mm çap x 35mm derinlik;Moisture content tin, Ø 5,5 x 3,5 cm;0,00;40,00;2025-09-04 15:23:18.708;0,00;3,13;0,00
LT-G0151;Belli Değil;Numune Kutusu, 75mm çap x 45mm derinlik;Moisture content tin, ∅ 7,5 x 4,5 cm;0,00;50,00;2025-09-04 15:23:18.709;0,00;4,50;0,00
LT-AS0035;Belli Değil;"Otomatik Bitüm Penetrometre seti;İğne batma derinliği dijital olarak ölçülmektedir. Batma zamanı ayarlama ünitesi, iğnesi, taşıma kabı ve 6 adet numune kutusu ile birlikte set olarak verilmektedir. 220 V, 50-60 Hz, 1 ph";"Automatic Bitumen Penetrometer used to determine penetration under constant load and temperature.  The penetrometer is supplied with stop and release push button, automatic zero timer set, penetration needle, transfer dish and 6 penetration tins 55x35 mm dia. The other accessories should be ordered separately.
220-240V, 50-60Hz, 1ph";0,00;48709,00;2025-09-04 15:23:18.710;0,00;6500,00;
LT-G0001;Belli Değil;"Sirkülasyonlu Su Banyosu; 15 Litre kapasiteli, PID & MP Kontrol Sistemi, Pompa Kapasitesi: 5 litre. Ortam Sıcaklıgı +5 ºC / 99.9 ºC ± 0.1 °C çalışma sıcaklığı, iç gövde paslanmaz çelikten imal edilmiştir.
220 V, 50-60 Hz, 1 ph";"Water Bath with circulation System; 15 Litre capacity, PID & MP Control System, Ambient +5 ºC / 99.9 ºC ± 0.1 °C, stainless steel interior. 220 V, 50-60 Hz, 1 ph";0,00;14701,80;2025-09-04 15:23:18.711;0,00;720,00;0,00
LT-G0002;Belli Değil;"Sirkülasyonlu Su Banyosu; 30 Litre kapasiteli, PID & MP Kontrol Sistemi, Pompa Kapasitesi: 5 litre. Ortam Sıcaklıgı +5 ºC / 99.9 ºC ± 0.1 °C çalışma sıcaklığı, iç gövde paslanmaz çelikten imal edilmiştir.
220 V, 50-60 Hz, 1 ph";"Water Bath with circulation System; 30 Litre capacity, PID & MP Control System, Ambient +5 ºC / 99.9 ºC ± 0.1 °C, stainless steel interior. 220 V, 50-60 Hz, 1 ph";0,00;15928,00;2025-09-04 15:23:18.712;0,00;840,00;0,00
LT-G0003;Belli Değil;"Sirkülasyonlu Su Banyosu; 48 Litre kapasiteli, PID & MP Kontrol Sistemi, Pompa Kapasitesi: 5 litre. Ortam Sıcaklıgı +5 ºC / 99.9 ºC ± 0.1 °C çalışma sıcaklığı, iç gövde paslanmaz çelikten imal edilmiştir.
220 V, 50-60 Hz, 1 ph";"Water Bath with circulation System; 48 Litre capacity, PID & MP Control System, Ambient +5 ºC / 99.9 ºC ± 0.1 °C, stainless steel interior. 220 V, 50-60 Hz, 1 ph";0,00;18230,20;2025-09-04 15:23:18.713;0,00;960,00;0,00
LT-G0004;Belli Değil;"Soğutmalı Su Banyosu; 15 Litre kapasiteli, PID & MP Kontrol Sistemi. 5 ºC / 70 ºC ± 0.1 °C çalışma sıcaklığı,  iç gövde paslanmaz çelikten imal edilmiştir. 220 V, 50-60 Hz, 1 ph";"Water Bath with cooling unit; 15 Litre capacity, PID & MP Control System, 5 ºC / 70 ºC ± 0.1 °C, stainless steel interior.
220 V, 50-60 Hz, 1 ph";0,00;23941,80;2025-09-04 15:23:18.714;0,00;1920,00;0,00
LT-G0005;Belli Değil;"Soğutmalı Su Banyosu; 30 Litre kapasiteli, PID & MP Kontrol Sistemi. 5 ºC / 70 ºC ± 0.1 °C çalışma sıcaklığı, iç gövde paslanmaz çelikten imal edilmiştir. 220 V, 50-60 Hz, 1 ph";"Water Bath with cooling unit; 30 Litre capacity, PID & MP Control System, 5 ºC / 70 ºC ± 0.1 °C, stainless steel interior. 
220 V, 50-60 Hz, 1 ph";0,00;25168,00;2025-09-04 15:23:18.715;0,00;2117,00;0,00
LT-G0006;Belli Değil;"Soğutmalı Su Banyosu; 48 Litre kapasiteli, PID & MP Kontrol Sistemi. 5 ºC / 70 ºC ± 0.1 °C çalışma sıcaklığı,  iç gövde paslanmaz çelikten imal edilmiştir. 220 V, 50-60 Hz, 1 ph";"Water Bath with cooling unit; 48 Litre capacity, PID & MP Control System, 5 ºC / 70 ºC ± 0.1 °C, stainless steel interior. 
220 V, 50-60 Hz, 1 ph";0,00;27470,20;2025-09-04 15:23:18.716;0,00;2275,00;0,00
LT-AS0107;Belli Değil;"Rolling Thin Film Oven Cihazı;
Cihaz, oda sıcaklığı ile 200 ºC arasında çalışır. Kontrol sistemi dijital PID kontrollü olup zaman ayarlıdır. Cihazda
sirkülasyon bulunmaktadır. Cihazda 15 rpm/dak. dönen motor ve dikey platform bulunmaktadır. Cihazın ön kapağı çift kat camlıdır. Komple paslanmaz çelikten imal edilmiştir.
Cihazla birlikte 8 adet 64 mm x 140 mm cam numune kabı  verilmektedir. 220 V, 50 -60 Hz, 1 ph
8 bar, 25 lt kapasiteli Hava Kompresörü ayrıca sipariş edilmelidir.";"Bitumen Oven for Rolling Thin-Film oven test (RTFOT). 
Supplied complete with precision digital thermostat to maintain 
163 °C temperature, ventilation device, set of eight 64 mm x 140 mm glass containers. 220 V, 50 -60 Hz, 1 ph
8 bar, 25 lt capacity Air Pressure Pump should be ordered separately.
";0,00;87000,00;2025-09-04 15:23:18.717;0,00;4320,00;0,00
LT-AS0107/1;Belli Değil;Cam Numune Kabı, 64 mm x 140 mm ;Glass Sample Tin, 64 mm x 140 mm ;0,00;50,00;2025-09-04 15:23:18.718;0,00;45,00;0,00
LT-G0225;Belli Değil;"Kompresör 8 Bar / 25 lt. 220 V, 50 Hz, 1 ph
Hava Tabancası ve Spiral hortum ile birlikte";Air pressure Pump, 8 Bar / 25 lt. 220 V, 50 Hz, 1 ph;0,00;6500,00;2025-09-04 15:23:18.719;0,00;345,00;0,00
LT-AS0041;Belli Değil;"İnce Film (Isıtma Kaybı) Etüvü; Cihaz, Kontrol sistemi Dijital PID kontrollü olup, Sirkülasyon fanı bulunmaktadır.  İç yüzeyi paslanmaz çelikten imal edilmiştir. Dönen rafı ve numune kutuları, yapılacak test tipine göre ayrıca sipariş edilmelidir.
220 V, 50 -60 Hz, 1 ph";"Thin Film Bitumen (Loss on Heating) Oven. Digital PID controller and circulation fan. Stainless steel interior surfaces. Rotating shelf and sample cups should be ordered separately according to the test type.
220 V, 50 -60 Hz, 1 ph";0,00;73000,00;2025-09-04 15:23:18.720;0,00;1987,00;0,00
LT-AS0041/1;Belli Değil;"Dönen Raf, Isıtma Kaybı Testleri için. 250 mm çapında.
EN 13303, ASTM D 6, AASHTO T47";"Rotating Shelf, for Loss on Heating Test, 250mm dia.
EN 13303, ASTM D 6, AASHTO T47";0,00;;2025-09-04 15:23:18.721;0,00;168,00;0,00
LT-G0152;Belli Değil;Numune Kutusu. Ø 55 x 35 mm. (9 adet);Moisture content tin. Ø 55 x 35 mm. (Pack of 9);0,00;360,00;2025-09-04 15:23:18.722;0,00;29,00;0,00
LT-AS0041/2;Belli Değil;"Dönen Raf, İnce Film Testleri için. 342 mm çapında.
EN 12607-2, ASTM D1754, AASHTO T179";"Rotating Shelf for Thin Film Oven Test, 342 mm dia.
EN 12607-2, ASTM D1754, AASHTO T179";0,00;;2025-09-04 15:23:18.723;0,00;195,00;0,00
LT-G0157;Belli Değil;Numune Kutusu. Ø 140 x 9,5 mm. (4 adet);Moisture content tin. Ø 140 x 9,5 mm. (Pack of 4);0,00;140,00;2025-09-04 15:23:18.724;0,00;47,00;0,00
LT-AS0033;Belli Değil;Duktilite Test Cihazı:Test hızı: 50 mm/dak. Maksimum uzama kapasitesi: 1500mm. Cihazla 3 adet numune aynı anda test edebilir. Dijital sıcaklık kontrol ile 25°C ± 0,5°C derece de sabit tutulur.  Su ısıtma tertibatlıdır. 3 adet kalıp ve alt tablası cihaz ile birlikte verilmektedir. 220 V, 50 -60 Hz, 1 ph;"Ductility Testing Machine, it can tests three briquets simultaneously. 50 mm/min single-speed. Elongation (pull) capacity is maximum carriage travel (1500mm). Water bath temperature is maintained constant at 25°C ± 0,5°C by a digital thermoregulator. The carriage is driven by an electrical motor, inside a large tank which is fitted with digital thermostat, immersion electric heater and pump unit. Supplied complete with 3 moulds and base plates. 
220 V, 50 -60 Hz, 1 ph";0,00;34978,00;2025-09-04 15:23:18.725;0,00;2666,00;0,00
LT-AS0034;Belli Değil;"Duktilite Test Cihazı: Soğutma Üniteli. + 5° den + 25°C ye su sıcaklığı ile çalışabilme imkanı sağlayan soğutma ünitesi ile donatılmıştır. Test hızı: 50 mm/dak. Maksimum uzama kapasitesi: 1500mm. Cihazla 3 adet numune aynı anda test edebilir. Dijital sıcaklık kontrol ile 25°C ± 0,5°C derece de sabit tutulur.  Su ısıtma tertibatlıdır. 3 adet kalıp ve alt tablası cihaz ile birlikte verilmektedir. 
220 V, 50 -60 Hz, 1 ph
";"Ductility Testing Machine, Ductilometer with Cooling System is equipped with incorporated refrigerating unit for tests with water temperature from + 5° to + 25°C.it can tests three briquets simultaneously. 50 mm/min single-speed. Elongation (pull) capacity is maximum carriage travel (1500mm). Water bath temperature is maintained constant at 25°C ± 0,5°C by a digital thermoregulator. The carriage is driven by an electrical motor, inside a large tank which is fitted with digital thermostat, immersion electric heater and pump unit. Supplied complete with 3 moulds and base plates. 
220 V, 50 -60 Hz, 1 ph";0,00;49248,00;2025-09-04 15:23:18.726;0,00;3216,00;0,00
LT-AS0038;Belli Değil;"Çekme Kuvveti Ölçümlü Düktilite Deney Cihazı, EN 13589, 220-240 V 50-60 Hz
";"Force Ductility Testing Machine, Ductilometer with Cooling System is equipped with incorporated refrigerating unit for tests with water temperature from + 5° to + 25°C.it can tests three briquets simultaneously. 50 mm/min single-speed. Elongation (pull) capacity is maximum carriage travel (1500mm). Water bath temperature is maintained constant at 25°C ± 0,5°C by a digital thermoregulator. The carriage is driven by an electrical motor, inside a large tank which is fitted with digital thermostat, immersion electric heater and pump unit. Supplied complete with 3 moulds and base plates. 
220 V, 50 -60 Hz, 1 ph";0,00;45000,00;2025-09-04 15:23:18.727;0,00;9500,00;0,00
LT-AS0033/1;Belli Değil;Briket Kalıbı, ASTM D133, AASHTO T51;Briquette Mould, ASTM D133, AASHTO T51;0,00;609,80;2025-09-04 15:23:18.728;0,00;117,00;0,00
LT-AS0033/2;Belli Değil;Briket Kalıbı, EN 13398;Briquette Mould, EN 13398;0,00;609,80;2025-09-04 15:23:18.729;0,00;117,00;0,00
LT-AS0033/3;Belli Değil;Briket Kalıbı Alt Plakası;Briquette Mould Base Plate;0,00;;2025-09-04 15:23:18.730;0,00;60,00;0,00
LT-AS0036;Belli Değil;"Yumuşama Noktası Test Cihazı; Isıtıcılı manyetik karıştırıcı, iki adet çelik bilye, bilye tutucu, iki adet yüzük, cam beher ve termometre 110 °C  ile birlikte set olarak verilmektedir. 
220 V, 50-60 Hz, 1 ph";"Ring and Ball Test Set, used to determine the softening point of bituminous materials. Supplied complete with hot plate with magnetic stirring system, 2 ball centering guides, 2 piece steel balls, 2 piece rings, beaker and thermometer. 
220 V, 50-60 Hz, 1 ph";0,00;13474,00;2025-09-04 15:23:18.731;0,00;789,00;0,00
LT-G0246;Belli Değil;"Analog Isıtıcılı Manyetik Karıştırıcı. 
380°C'ye kadar ısıtma özelliği, 80-1500 devir/dakika hız. 20 litre karıştırma kapasiteli, Hız ve Sıcaklık Ayarı Analog. Seramik kaplı tabla, 180 x 180 mm tabla boyutu, , 600 W, 2 adet manyetik balık ile birlikte.";Analog Hot plate with magnetic stirrer, ambient to 380 °C temperature range, 80-1500 rpm stirring speed, 20 lt stirring capacity, Ceramic table, 180x180 mm hot plate. 220-240V, 50-60Hz, 1ph;0,00;12000,00;2025-09-04 15:23:18.732;0,00;720,00;0,00
LT-AS0036/1;Belli Değil;Çelik Bilye;Steel Ball;0,00;30,00;2025-09-04 15:23:18.733;0,00;4,80;0,00
LT-AS0036/2;Belli Değil;Bilye Tutucu;Ball centering guides;0,00;35,00;2025-09-04 15:23:18.734;0,00;24,00;0,00
LT-AS0036/3;Belli Değil;Pirinç yüzük 2 adet;Brass Ring 2 pieces;0,00;15,00;2025-09-04 15:23:18.735;0,00;18,00;0,00
LT-G0404;Belli Değil;Cam Beher 600ml;Glass Beaker 600ml;0,00;125,00;2025-09-04 15:23:18.736;0,00;8,40;0,00
LT-G0182;Belli Değil;"Cam Termometre; max 110 °C";"Glass Thermometer; max 110 °C";0,00;111,00;2025-09-04 15:23:18.737;0,00;9,00;0,00
LT-AS0037;Belli Değil;"Otomatik Yumuşama Noktası Test Cihazı; Isıtıcılı manyetik karıştırıcı, iki adet çelik bilye, bilye tutucu, iki adet yüzük, cam beher ve termometre ile birlikte set olarak verilmektedir. 
220 V, 50-60 Hz, 1 ph";"Automatic Ring and Ball Test Set, used to determine the softening point of bituminous materials. Supplied complete with hot plate with magnetic stirring system, 2 ball centering guides, 2 piece steel balls, 2 piece rings, beaker and thermometer. 
220 V, 50-60 Hz, 1 ph";0,00;58515,00;2025-09-04 15:23:18.738;0,00;6750,00;
LT-AS0105;Belli Değil;"Parlama ve Yanma Noktası Tayin Cihazı; 
Sıcaklık Kontrollü ısıtıcıya monte edilmiş Prinç kap, ve termometre(-6+400 °C)  ile birlikte verilmektedir. 220 V, 50-60 Hz, 1 ph. ";Cleveland Flash Tester. It consists of a brass cup mounted on an electric heater with temperature controller, brass cup, hot plate control system and thermometer. 220 V, 50-60 Hz, 1 ph;0,00;;2025-09-04 15:23:18.739;0,00;900,00;0,00
LT-AS0105/1;Belli Değil;Thermometer, -6 +400 °C, ASTM C11;Thermometer, -6 +400 °C. ASTM C11;0,00;;2025-09-04 15:23:18.740;0,00;0,00;0,00
LT-AS0105/2;Belli Değil;Prinç kap;Brass Cup;0,00;;2025-09-04 15:23:18.741;0,00;0,00;0,00
LT-AS0060;Belli Değil;Saybolt iki-tüplü dijital Viskozimetre Cihazı, 2 numune kapasitelidir. Paslanmaz çelikten imal edilmiştir. 2 adet Saybolt viskozite tüpü (“Furol” ve “Universal”), yağ banyosu, elektrikli ısıtıcı, termometre tutucusu, karışıtırıcı  ve dijital termometre ile birlikte verilmektedir.  220 V, 50-60 Hz, 1 ph;"Saybolt two-tube digital Viscometer, 2 samples capacity. Stainless steel made, the Saybolt viscometer is supplied complete with 2 x interchangeable orifices “Furol” and “Universal”, oil bath, electric heater with digital thermoregulator, key, thermometer support, stirrer, cooling coil, digital thermometer, heat transfer oil and 2 pcs.
saybolt viscosity flasks. 220 V, 50-60 Hz, 1 ph";0,00;11112,00;2025-09-04 15:23:18.742;0,00;1470,00;0,00
LT-AS0060/1;Belli Değil;2 x Furol tüp;2 x Furol orifices;0,00;;2025-09-04 15:23:18.743;0,00;0,00;0,00
LT-AS0060/2;Belli Değil;2 x Universal tüp;2 x Universal orifices;0,00;;2025-09-04 15:23:18.744;0,00;0,00;0,00
LT-AS0060/3;Belli Değil;Saybolt viskozite Şişesi, cam, 60 ml;Saybolt Viscosity Flask, glass, 60 ml;0,00;40,00;2025-09-04 15:23:18.745;0,00;48,00;0,00
LT-AS0060/4;Belli Değil;Isı Transfer Yağı, 5 lt;Heat Transfer Oil, 5 lt;0,00;;2025-09-04 15:23:18.746;0,00;0,00;0,00
LT-G0185;Belli Değil;Dijital Termometre, max. 300 °C;Digital Thermometer, max. 300 °C;0,00;40,00;2025-09-04 15:23:18.747;0,00;21,00;0,00
LT-AS0112;Belli Değil;"Yol Düzgünlük Cihazı; 3 Metre uzunluğundaki bu cihaz beton ve asfalt yolların yüzeylerinin kontrolünde kullanılır. Cihaza monte edilmiş bir boya ile markalama mekanizması avare tekere bağlı bir gösterge ile yüzeyin iniş ve çıkışlarına göre markalama yapılacak şekilde tasarlanmıştır. Cihaza monte edilen 1 km kapasiteli özel ölçeklendirilmiş rulo şeklindeki grafik kağıdıyla birlikte set olarak verilmektedir.";"Travelling Beam Device; The device is supplied as three sub-assemblies which are quickly assembled on site. The Travelling
Beam is supplied fitted with an autographic recorder providing a permanent record of the surface profile. Records up
to 1 km can be recorded on the special chart paper rolls used.";0,00;;2025-09-04 15:23:18.748;0,00;0,00;0,00
LT-AS0113;Belli Değil;"Elektronik Yol Düzgünlük Cihazı; 3 metre uzunluğunda olup beton ve asfalt yolların yüzeylerinin kontrolünde kullanılır. Bir tekerlek algılama ünitesi ve bir gösterge bağlı  mekanizması 4:1 oranında büyütme sağlar. Doğrusal gelen yüzey 2 - 10 mm  ve 5 - 25 mm arası ölçeklendirilmiş  artışlarla sapma  gösterir. Elektronik yol düzlemsellik cihazına monte edilmiş bir boya ile markalama mekanizması avare tekere bağlı bir gösterge ile yüzeyin iniş ve çıkışlarına göre markalama yapılacak biçimde dizayn edilmiştir. Cihaza monte edilen 1 km'lik özel ölçeklendirilmiş rulo seklindeki grafik kâğıdıyla kompledir";"Travelling Beam Device; The device is supplied as three sub-assemblies which are quickly assembled on site. The Travelling
Beam is supplied fitted with an autographic recorder providing a permanent record of the surface profile. Records up
to 1 km can be recorded on the special chart paper rolls used.";0,00;;2025-09-04 15:23:18.749;0,00;5280,00;0,00
LT-AS0102;Belli Değil;"Asfalt Distilasyon Test Seti; Asfaltın damıtılarak geri kullanılması esasına dayanır. Alüminyum hazne ,alev beki,stant,cam mezür,cam bağlayıcılar, iki adet termometre,gaz vanası ve emniyet icin alev kesici birlikte set olarak verilmektedir.";"Asphalt Distillation Test Set. The apparatus consists of: “electric heater with thermoregulator”, distillation flask, condenser tube, adapter, shield, receiver, supports, graduated cylinder,
thermometer ASTM 8C -2 to +400°C.";0,00;2000,00;2025-09-04 15:23:18.750;0,00;1250,00;0,00
